sampleID	band	species	location	site	nest	year	age	sex	experiment	treatment	cap_doy	cap_num	age	mass	bhead	fwing	dist_time	latency	sseries_type	cort1_raw	cort1_correct	glucose1	buty	bleed2_time	cort2_raw	cort2_correct	glucose2	inject1_type	inject1_dose	inject1_time	inject2_type	inject2_dose	inject2_time	bleed3_time	cort3_raw	cort3_correct	glucose3	release	fate	micro_nb	blood_nb	bolus_nb	lifetag_nb	notes
	278171709	TRES	Tennessee	Kordsa	10	2018	Adult	M	Stressor	Mate_Control	147	1	AHY	20	29.5	117	00-Jan-00	00-Jan-00				224		00-Jan-00			167		9	00-Jan-00				00-Jan-00				00-Jan-00		M18T0149	T18316			
	278171614	TRES	Tennessee	Honors_Course	3	2018	Adult	F	Stressor	Control	148	3	SY	17.75	27.9	111	00-Jan-00	00-Jan-00		2.24	2.37	210		00-Jan-00	15.14	15.99	256		7.5	00-Jan-00				00-Jan-00	5.51	5.83		00-Jan-00		M18T0150	T18329			
	259135551	TRES	Tennessee	Amnicola	2	2018	Adult	F	Stressor	Predator	148	3	SY	18.25	28.7	115	00-Jan-00	00-Jan-00		0.85	0.9	179		00-Jan-00	26.14	27.62	224		8	00-Jan-00				00-Jan-00	9.78	10.33		00-Jan-00		M18T0151	T18330			
	278172001	TRES	Tennessee	Amnicola	2	2018	Adult	M	Stressor	Mate_Predator	148	1	AHY	18	28.4	115	00-Jan-00	00-Jan-00				210		00-Jan-00			235		8	00-Jan-00				00-Jan-00				00-Jan-00		M18T0152	T18331			
	263163655	TRES	Tennessee	Amnicola	4	2018	Adult	F	Stressor	Predator	148	3	ASY	19.5	29.1	114	00-Jan-00	00-Jan-00		0.85	0.9	228		00-Jan-00	12.16	12.84	202		9	00-Jan-00				00-Jan-00	7.75	8.19		00-Jan-00		M18T0153	T18332			
	278171691	TRES	Tennessee	Amnicola	4	2018	Adult	M	Stressor	Mate_Predator	148	1	AHY	20	28.9	124	00-Jan-00	00-Jan-00				219		00-Jan-00			262		9	00-Jan-00				00-Jan-00				00-Jan-00		M18T0154	T18333			
	278172014	TRES	Tennessee	Honors_Course	5	2018	Adult	F	Stressor	Control	149	1	SY	19	28.4	118	00-Jan-00	00-Jan-00		1.97	2.08	198		00-Jan-00	34.32	36.26	259		8.5	00-Jan-00				00-Jan-00	34.63	36.59		00-Jan-00		M18T0155	T18348			
	278171704	TRES	Tennessee	Woodland_Park	22	2018	Adult	F	Stressor	Low_Tape	149	3	SY	16.5	27.4	115	00-Jan-00	00-Jan-00		1.33	1.41	208		00-Jan-00	19.83	20.95	264		7.5	00-Jan-00				00-Jan-00	8.24	8.71		00-Jan-00		M18T0156	T18349			
	278171834	TRES	Tennessee	Woodland_Park	22	2018	Adult	M	Stressor	Mate_Low_Tape	149	1	AHY	19.25	27.3	126	00-Jan-00	00-Jan-00				207		00-Jan-00			232		8.5	00-Jan-00				00-Jan-00				00-Jan-00		M18T0157	T18350			
	278171611	TRES	Tennessee	Curtain_Pole	2	2018	Adult	F	Stressor	Control	149	3	SY	17.5	29.2	115	00-Jan-00	00-Jan-00		0.47	0.47	233		00-Jan-00	14.47	15.29	241		8	00-Jan-00				00-Jan-00	12.82	13.54		00-Jan-00		M18T0158	T18351			
	278171722	TRES	Tennessee	Curtain_Pole	2	2018	Adult	M	Stressor	Mate_Control	149	1	AHY	18	29.4	113.5	00-Jan-00	00-Jan-00				182		00-Jan-00			153		8	00-Jan-00				00-Jan-00				00-Jan-00		M18T0159	T18352			
	263163707	TRES	Tennessee	Curtain_Pole	9	2018	Adult	F	Stressor	Predator	149	3	ASY	17.25	28.4	112	00-Jan-00	00-Jan-00		3.17	3.35	234		00-Jan-00	40.35	42.63	264		7.5	00-Jan-00				00-Jan-00	22.65	23.94		00-Jan-00		M18T0160	T18353			
	278171721	TRES	Tennessee	Curtain_Pole	9	2018	Adult	M	Stressor	Mate_Predator	149	1	AHY	18.5	28.5	121	00-Jan-00	00-Jan-00				205		00-Jan-00			170		8.5	00-Jan-00				00-Jan-00				00-Jan-00		M18T0161	T18354			
	278171703	TRES	Tennessee	Woodland_Park	17	2018	Adult	F	Stressor	Predator	150	3	SY	17.25	28.8	116	00-Jan-00	00-Jan-00		0.47	0.47	218		00-Jan-00	17.49	18.49	243		7.5	00-Jan-00				00-Jan-00	12.48	13.19		00-Jan-00		M18T0162	T18361			
	278171939	TRES	Tennessee	Woodland_Park	17	2018	Adult	M	Stressor	Mate_Predator	150	1	AHY	18.5	29.3	117	00-Jan-00	00-Jan-00				191		00-Jan-00			244		8.5	00-Jan-00				00-Jan-00				00-Jan-00		M18T0163	T18362			
	278172015	TRES	Tennessee	Marina	9	2018	Adult	F	Stressor	Low_Tape	150	1	SY	18	27.8	116	00-Jan-00	00-Jan-00		0.8	0.84	264		00-Jan-00	13.52	14.28	256		8	00-Jan-00				00-Jan-00	11.27	11.91		00-Jan-00		M18T0164	T18363			
	278172016	TRES	Tennessee	Woodland_Park	20	2018	Adult	M	Stressor	Mate_Predator	151	1	AHY	19.25	29.3	124	00-Jan-00	00-Jan-00				193		00-Jan-00			239		8.5	00-Jan-00				00-Jan-00				00-Jan-00		M18T0165	T18369			
	252157587	TRES	Tennessee	Woodland_Park	20	2018	Adult	F	Stressor	Predator	151	3	ASY	21	29.7	119	00-Jan-00	00-Jan-00		0.49	0.52	236		00-Jan-00	12.85	13.57	262		9.5	00-Jan-00				00-Jan-00	4.99	5.27		00-Jan-00		M18T0166	T18370			
	278171908	TRES	Tennessee	Rivermont	4	2018	Adult	F	Stressor	Predator	154	3	SY	18.5	28.4	117	00-Jan-00	00-Jan-00		2.97	3.14	235		00-Jan-00	48.38	51.12	223		8	00-Jan-00				00-Jan-00	33.32	35.21		00-Jan-00		M18T0167	T18385			
	278171940	TRES	Tennessee	Rivermont	4	2018	Adult	M	Stressor	Mate_Predator	154	1	AHY	21	29.1	120	00-Jan-00	00-Jan-00				217		00-Jan-00			206		9.5	00-Jan-00				00-Jan-00				00-Jan-00		M18T0168	T18403			"Some blood with dex injection

No RFID b/c equipment went to WY"
	278171706	TRES	Tennessee	Curtain_Pole	3	2018	Adult	F	Stressor	Predator	154	3	ASY	19	29.1	117	00-Jan-00	00-Jan-00		1.44	1.52	226		00-Jan-00	9.33	9.85	204		8.5	00-Jan-00				00-Jan-00	9.32	9.85		00-Jan-00		M18T0169	T18404			
	278172025	TRES	Tennessee	Curtain_Pole	3	2018	Adult	M	Stressor	Mate_Predator	154	1	AHY	19	28.8	116	00-Jan-00	00-Jan-00				194		00-Jan-00			189		8.5	00-Jan-00				00-Jan-00				00-Jan-00		M18T0170	T18405			No RFID b/c equipment went to WY
	278171812	TRES	Tennessee	Honors_Course	1	2018	Adult	F	Stressor	Control	156	3	SY	17.75	27.8	118	00-Jan-00	00-Jan-00		2.46	2.6			00-Jan-00	14.82	15.66			8	00-Jan-00				00-Jan-00	9.58	10.12		00-Jan-00		M18T0171	T18420			No glucose b/c glucometer was taken to WY
	278171954	TRES	Tennessee	Honors_Course	1	2018	Adult	M	Stressor	Mate_Control	156	1	AHY	19.75	28.7	115	00-Jan-00	00-Jan-00						00-Jan-00					9	00-Jan-00				00-Jan-00				00-Jan-00		M18T0172	T18421			No glucose b/c glucometer was taken to WY
	278171708	TRES	Tennessee	Curtain_Pole	11	2018	Adult	F	Stressor	Low_Tape	158	3	SY	18.5	28.8	121	00-Jan-00	00-Jan-00		0.95	1			00-Jan-00	7.65	8.08			8.5	00-Jan-00				00-Jan-00	4.8	5.07		00-Jan-00		M18T0173	T18427			"Calf buffer serum was expired on 6.04.2018 but used because we had no other serum left

No glucose b/c glucometer was taken to WY"
	278171972	TRES	Tennessee	Curtain_Pole	11	2018	Adult	M	Stressor	Mate_Low_Tape	158	1	AHY	18.5	29	118	00-Jan-00	00-Jan-00						00-Jan-00					8.5	00-Jan-00				00-Jan-00				00-Jan-00		M18T0174	T18428			"Calf buffer serum was expired on 6.04.2018 but used because we had no other serum left

No glucose measurements because we were left without a glucometer

No RFID b/c equipment was taken to WY"
	278172014	TRES	Tennessee	Honors_Course	5	2018	Adult	F	Stressor	Control	161	3	SY	18	28.3	118	00-Jan-00	00-Jan-00		3.01	3.18			00-Jan-00	22.58	23.86			8	00-Jan-00				00-Jan-00	22.59	23.86		00-Jan-00		M18T0175	T18439			"No glucometer available
Calf buffer serum was expired on 6.04.2018 but used because we had no other serum left"
	278171983	TRES	Tennessee	Honors_Course	5	2018	Adult	M	Stressor	Mate_Control	161	1	AHY	20	29.4	119.5	00-Jan-00	00-Jan-00						00-Jan-00					9	00-Jan-00				00-Jan-00				00-Jan-00		M18T0176	T18440			"Glucometer not available
Calf buffer serum was expired on 6.04.2018 but used because we had no other serum left"
	278172026	TRES	Wyoming	Bull_Creek	5	2018	Adult	F	Stressor	Control	161	1	SY	20.5	27.8	114.5	00-Jan-00	00-Jan-00		0.61	0.64	155		00-Jan-00	41.34	43.69	268		9.5	00-Jan-00				00-Jan-00	15.89	16.79		00-Jan-00		M18W0001	W18001			
	278171741	TRES	Wyoming	Bear_Lodge	26Pole	2018	Adult	F	Stressor	Predator	163	1	ASY	18.25	28.2	117	00-Jan-00	00-Jan-00		0.47	0.47	215		00-Jan-00	30.96	32.71	276		8	00-Jan-00				00-Jan-00	19.83	20.95		00-Jan-00		M18W0002	W18002			
	192161661	TRES	Wyoming	Twin_Buttes	16	2018	Adult	F	Stressor	Low_Tape	164	1	ASY	18	26.9	117	00-Jan-00	00-Jan-00		0.51	0.54	227		00-Jan-00	40.53	42.82	246		8	00-Jan-00				00-Jan-00	14.02	14.81		00-Jan-00		M18W0003	W18003			
	278171742	TRES	Wyoming	Twin_Buttes	3	2018	Adult	F	Stressor	Control	164	1	SY	19.1	28.3	115	00-Jan-00	00-Jan-00		2.36	2.49	167		00-Jan-00	36.64	38.72	254		8.5	00-Jan-00				00-Jan-00	17.6	18.59		00-Jan-00		M18W0004	W18004			
	278171743	TRES	Wyoming	Twin_Buttes	18S	2018	Adult	F	Stressor	Predator	164	1	SY	18.25	28.7	117	00-Jan-00	00-Jan-00		1.14	1.21	224		00-Jan-00	71.07	75.09	253		8	00-Jan-00				00-Jan-00	23.55	24.89		00-Jan-00		M18W0005	W18005			
	278171744	TRES	Wyoming	Twin_Buttes	12	2018	Adult	F	Stressor	Low_Tape	164	1	ASY	16.75	27	112	00-Jan-00	00-Jan-00		1.51	1.6	228		00-Jan-00	77.81	82.22	348		7.5	00-Jan-00				00-Jan-00	5.85	6.18		00-Jan-00		M18W0006	W18006			no measured by written- either YR or SM
	192161664	TRES	Wyoming	Twin_Buttes	21	2018	Adult	F	Stressor	Control	164	1	ASY	16	26.4	120	00-Jan-00	00-Jan-00		0.47	0.47	212		00-Jan-00	123.48	130.47	226		7	00-Jan-00				00-Jan-00	7.56	7.98		00-Jan-00		M18W0007	W18007			feathers in RFID envelope
	192161683	TRES	Wyoming	Lone_Snag	16	2018	Adult	F	Stressor	Control	164	1	ASY	18	27.5	117	00-Jan-00	00-Jan-00		2	2.11	181		00-Jan-00	102.42	108.23	248		9	00-Jan-00				00-Jan-00	8.31	8.79		00-Jan-00		M18W0009	W18009			
	278172027	TRES	Wyoming	Elk_Bugle	6.5	2018	Adult	F	Stressor	Predator	164	1	SY	17.5	27.1	117	00-Jan-00	00-Jan-00		0.51	0.54	215		00-Jan-00	41.45	43.8	250		8	00-Jan-00				00-Jan-00	16.59	17.53		00-Jan-00		M18W0010	W18010			Missing bill + head
	278172029	TRES	Wyoming	Elk_Bugle	1	2018	Adult	F	Stressor	Low_Tape	164	1	ASY	17	28.9	115	00-Jan-00	00-Jan-00		1.19	1.26	216		00-Jan-00	28.33	29.93	246		7.5	00-Jan-00				00-Jan-00	0.47	0.47		00-Jan-00		M18W0011	W18011			
	278172031	TRES	Wyoming	Elk_Bugle	3	2018	Adult	F	Stressor	Control	164	1	ASY	17.75	28	117	00-Jan-00	00-Jan-00		0.59	0.62	205		00-Jan-00	29.58	31.25	184		8	00-Jan-00				00-Jan-00	86.97	91.9		00-Jan-00		M18W0012	W18012			Release time not recorded
	278172030	TRES	Wyoming	Lone_Snag	8	2018	Adult	F	Stressor	Predator	164	1	ASY	18	27.5	120	00-Jan-00	00-Jan-00		0.47	0.47	250		00-Jan-00	24.86	26.26	247		8	00-Jan-00				00-Jan-00	5.62	5.94		00-Jan-00		M18W0013	W18013			unknown release time
	192161613	TRES	Wyoming	Twin_Buttes	17S	2018	Adult	F	Stressor	Predator	165	1	ASY	20.5	27.5	117	00-Jan-00	00-Jan-00		0.76	0.8	228		00-Jan-00	41.33	43.67	375		9.5	00-Jan-00				00-Jan-00	6.76	7.14		00-Jan-00		M18W0014	W18014			
	278172028	TRES	Wyoming	Elk_Bugle	17	2018	Adult	F	Stressor	Predator	165	1	ASY	19.75	27.1	117.5	00-Jan-00	00-Jan-00		0.47	0.47	223		00-Jan-00	30.75	32.49	279		9	00-Jan-00				00-Jan-00	6.69	7.07		00-Jan-00		M18W0015	W18015			
	278172032	TRES	Wyoming	Elk_Bugle	15	2018	Adult	F	Stressor	Low_Tape	165	1	SY	19.75	27.5	120	00-Jan-00	00-Jan-00		0.47	0.47	170		00-Jan-00	19.39	20.48	289		9	00-Jan-00				00-Jan-00	7.66	8.09		00-Jan-00		M18W0016	W18016			Tape-- yes
	165175000	TRES	Wyoming	Lone_Snag	7W	2018	Adult	F	Stressor	Low_Tape	165	1	ASY	21.75	28.4	121	00-Jan-00	00-Jan-00		1.65	1.74	248		00-Jan-00	29.15	30.8	268		10	00-Jan-00				00-Jan-00	10.35	10.93		00-Jan-00		M18W0017	W18017			
	165174983	TRES	Wyoming	Bull_Creek	9	2018	Adult	F	Stressor	Low_Tape	165	1	ASY	21	27	117	00-Jan-00	00-Jan-00		1.61	1.7	202		00-Jan-00	104.19	110.09	233		9.5	00-Jan-00				00-Jan-00	29.18	30.83		00-Jan-00		M18W0018	W18018			
	278171836	TRES	Wyoming	Corral	6N	2018	Adult	F	Stressor	Control	165	1	ASY	20	27.8	115	00-Jan-00	00-Jan-00		1.49	1.57	171		00-Jan-00	111.03	117.32	285		9	00-Jan-00				00-Jan-00	7.15	7.56		00-Jan-00		M18W0019	W18019			Data sheet listed release as 8:07 and dex bleed at 8:11
	278171835	TRES	Wyoming	Corral	Pole S	2018	Adult	F	Stressor	Predator	165	1	SY	19	28.2	117	00-Jan-00	00-Jan-00		0.51	0.54	205		00-Jan-00	36.56	38.63	236		8.5	00-Jan-00				00-Jan-00	9.81	10.37		00-Jan-00		M18W0020	W18020			
	278171837	TRES	Wyoming	Elk_View	5	2018	Adult	F	Stressor	Control	165	1	ASY	19.5	27.3	118	00-Jan-00	00-Jan-00		2.24	2.36	202		00-Jan-00	19.29	20.38	244		9	00-Jan-00				00-Jan-00	2.32	2.45		00-Jan-00		M18W0021	W18021			
	278172033	TRES	Wyoming	Twin_Buttes	1	2018	Adult	F	Stressor	Low_Tape	166	1	ASY	18.5	27.4	122	00-Jan-00	00-Jan-00		2.11	2.23	221		00-Jan-00	9.9	10.46	245		8.5	00-Jan-00				00-Jan-00	5.87	6.2		00-Jan-00		M18W0022	W18022			
	278172034	TRES	Wyoming	Twin_Buttes	9	2018	Adult	F	Stressor	Control	166	1	ASY	19.25	25.7	120	00-Jan-00	00-Jan-00		0.47	0.47	176		00-Jan-00	37.39	39.5	252		8.5	00-Jan-00				00-Jan-00	6.46	6.83		00-Jan-00		M18W0023	W18023			
	165174990	TRES	Wyoming	Twin_Buttes	7	2018	Adult	F	Stressor	Predator	166	1	ASY	19.25	27.7	119	00-Jan-00	00-Jan-00		2.6	2.74	158		00-Jan-00	99.83	105.49	197		8.5	00-Jan-00				00-Jan-00	25.73	27.19		00-Jan-00		M18W0024	W18024			
	278172036	TRES	Wyoming	Arrowhead	5	2018	Adult	F	Stressor	Low_Tape	166	1	SY	20.25	28	118	00-Jan-00	00-Jan-00		0.95	1.01	199		00-Jan-00	186.38	196.94	260		9	00-Jan-00				00-Jan-00	2.61	2.76		00-Jan-00		M18W0025	W18025			
	278172035	TRES	Wyoming	Marcum_Creek	7N	2018	Adult	F	Stressor	Control	166	1	SY	19	27.8	117	00-Jan-00	00-Jan-00		0.47	0.47	182		00-Jan-00	23.01	24.32	202		8.5	00-Jan-00				00-Jan-00	2.21	2.34		00-Jan-00		M18W0026	W18026			
	278172037	TRES	Wyoming	DOT	W	2018	Adult	F	Stressor	Low_Tape	166	1	ASY	19	28	120	00-Jan-00	00-Jan-00		3.66	3.87	200		00-Jan-00	66.88	70.67	125		8.5	00-Jan-00				00-Jan-00	8.4	8.88		00-Jan-00		M18W0027	W18027			
	192161610	TRES	Wyoming	Bear_Lodge	17	2018	Adult	F	Stressor	Low_Tape	166	1	ASY	21.5	27.8	123	00-Jan-00	00-Jan-00		2.7	2.86	207		00-Jan-00	73.85	78.03	206		10	00-Jan-00				00-Jan-00	15.7	16.59		00-Jan-00		M18W0028	W18028			
	278171838	TRES	Wyoming	Elk_Bugle	1.5	2018	Adult	F	Stressor	Predator	166	1	SY	19.25	27.7	116	00-Jan-00	00-Jan-00		0.57	0.6	174		00-Jan-00	31.16	32.92	158		8.5	00-Jan-00				00-Jan-00	5.11	5.4		00-Jan-00		M18W0029	W18029			
	278172038	TRES	Wyoming	Elk_Bugle	18	2018	Adult	F	Stressor	Control	167	1	ASY	16.75	27.2	116	00-Jan-00	00-Jan-00		1.61	1.7	195		00-Jan-00	26.98	28.5	205		7.5	00-Jan-00				00-Jan-00	9.39	9.92		00-Jan-00		M18W0030	W18030			
	278172040	TRES	Wyoming	Elk_Bugle	13	2018	Adult	F	Stressor	Low_Tape	167	1	ASY	18.5	27.4	117	00-Jan-00	00-Jan-00		0.47	0.47	184		00-Jan-00	22.73	24.02	214		8.5	00-Jan-00				00-Jan-00	7.06	7.46		00-Jan-00		M18W0031	W18031			
	278172039	TRES	Wyoming	Elk_Bugle	12	2018	Adult	F	Stressor	Control	167	1	ASY	19.5	27.1	118	00-Jan-00	00-Jan-00		1.03	1.09	156		00-Jan-00	52.99	55.99	226		9	00-Jan-00				00-Jan-00	1.49	1.57		00-Jan-00		M18W0032	W18032			
	214136395	TRES	Wyoming	Bear_Lodge	28	2018	Adult	F	Stressor	Predator	167	1	ASY	17.75	26.6	116	00-Jan-00	00-Jan-00		4.59	4.85	228		00-Jan-00	45.13	47.69	260		8	00-Jan-00				00-Jan-00	11.14	11.77		00-Jan-00		M18W0033	W18033			
	278172041	TRES	Wyoming	Bear_Lodge	12	2018	Adult	F	Stressor	Low_Tape	167	1	ASY	19	28.5	118	00-Jan-00	00-Jan-00		0.95	1.01	223		00-Jan-00	6.3	6.66	246		8.5	00-Jan-00				00-Jan-00	4.96	5.24		00-Jan-00		M18W0034	W18034			
	278171745	TRES	Wyoming	Owen_Creek	10	2018	Adult	F	Stressor	Control	167	1	ASY	19	28.2	119	00-Jan-00	00-Jan-00		4.02	4.25	179		00-Jan-00	122.66	129.61	189		8.5	00-Jan-00				00-Jan-00	25.38	26.82		00-Jan-00		M18W0035	W18035			
	192161763	TRES	Wyoming	Owen_Creek	9	2018	Adult	F	Stressor	Predator	167	1	ASY	18	27.2	121	00-Jan-00	00-Jan-00		9.61	10.15	194		00-Jan-00	85.49	90.34	257		8	00-Jan-00				00-Jan-00	22.79	24.08		00-Jan-00		M18W0036	W18036			
	192161648	TRES	Wyoming	Corral	Creek	2018	Adult	F	Stressor	Low_Tape	167	1	ASY	19.75	28.2	119	00-Jan-00	00-Jan-00		2.26	2.39	155		00-Jan-00	29.12	30.77	214		9	00-Jan-00				00-Jan-00	23.53	24.87		00-Jan-00		M18W0037	W18037			
	278171749	TRES	Wyoming	Elk_View	2	2018	Adult	F	Stressor	Low_Tape	167	1	ASY	18	26.5	116	00-Jan-00	00-Jan-00		1.7	1.79	241		00-Jan-00	158.65	167.64	286		8	00-Jan-00				00-Jan-00	29.03	30.67		00-Jan-00		M18W0038	W18038			was originally 2781-71740 btu this band was used in TN
	192161689	TRES	Wyoming	DOT	N	2018	Adult	F	Stressor	Predator	167	1	ASY	19.75	27.9	118	00-Jan-00	00-Jan-00		1.14	1.2	156		00-Jan-00	120.58	127.41	207		9	00-Jan-00				00-Jan-00	10.99	11.61		00-Jan-00		M18W0039	W18039			
	278171747	TRES	Wyoming	Garden_Gods	FSSF	2018	Adult	F	Stressor	Predator	167	1	SY	17.75	27.9	114	00-Jan-00	00-Jan-00		14.45	15.27	144		00-Jan-00	97.89	103.43	222		8	00-Jan-00				00-Jan-00	10.25	10.83		00-Jan-00		M18W0040	W18040			
	192161692	TRES	Wyoming	Twin_Buttes	8	2018	Adult	F	Stressor	Control	168	1	ASY	20	27.4	119	00-Jan-00	00-Jan-00		4.38	4.63	213		00-Jan-00	54.05	57.11	317		9	00-Jan-00				00-Jan-00	6.38	6.74		00-Jan-00		M18W0043	W18043			
	192161768	TRES	Wyoming	Twin_Buttes	14	2018	Adult	F	Stressor	Low_Tape	168	1	ASY	18	28.6	122	00-Jan-00	00-Jan-00		3.59	3.8	208		00-Jan-00	19.01	20.09	414		8	00-Jan-00				00-Jan-00	20.26	21.41		00-Jan-00		M18W0044	W18044			
	278171748	TRES	Wyoming	Twin_Buttes	19N	2018	Adult	F	Stressor	Low_Tape	168	1	ASY	17.5	27.1	117	00-Jan-00	00-Jan-00		3.26	3.45	211		00-Jan-00	75.3	79.57	284		8	00-Jan-00				00-Jan-00	17.07	18.04		00-Jan-00		M18W0045	W18045			
	192161667	TRES	Wyoming	Twin_Buttes	20	2018	Adult	F	Stressor	Control	168	1	ASY	17.75	27.2	120	00-Jan-00	00-Jan-00		3.55	3.75	158		00-Jan-00	70.47	74.46	343		8	00-Jan-00				00-Jan-00	23.77	25.12		00-Jan-00		M18W0046	W18046			
	278171750	TRES	Wyoming	Twin_Buttes	26	2018	Adult	F	Stressor	Control	168	1	SY	17	27.4	116	00-Jan-00	00-Jan-00		2.6	2.75	201		00-Jan-00	61.61	65.1	236		7.5	00-Jan-00				00-Jan-00	14.04	14.83		00-Jan-00		M18W0047	W18047			
	278171751	TRES	Wyoming	196	MidSmall	2018	Adult	F	Stressor	Predator	168	1	SY	18.25	27.1	117	00-Jan-00	00-Jan-00		8.72	9.22	208		00-Jan-00	94.02	99.34	246		8	00-Jan-00				00-Jan-00	18.75	19.81		00-Jan-00		M18W0048	W18048			
	278171753	TRES	Wyoming	Twin_Buttes	4	2018	Adult	F	Stressor	Predator	170	1	ASY	16	26.2	121	00-Jan-00	00-Jan-00		1.22	1.29	268		00-Jan-00	122.82	129.78	229		7	00-Jan-00				00-Jan-00	11.46	12.11		00-Jan-00		M18W0056	W18056			
	192161754	TRES	Wyoming	Lone_Snag	14E	2018	Adult	F	Stressor	Predator	170	1	ASY	16.25	27.8	116	00-Jan-00	00-Jan-00		2.44	2.57	190		00-Jan-00	58.42	61.73	235		7	00-Jan-00				00-Jan-00	28.51	30.12		00-Jan-00		M18W0057	W18057			
	165174992	TRES	Wyoming	Lone_Snag	17	2018	Adult	F	Stressor	Control	170	1	ASY	16.25	27.7	121	00-Jan-00	00-Jan-00		9.57	10.11	238		00-Jan-00	189.73	200.48	237		7	00-Jan-00				00-Jan-00	25.18	26.6		00-Jan-00		M18W0058	W18058			
	278171752	TRES	Wyoming	Bear_Lodge	14	2018	Adult	F	Stressor	Control	170	1	SY	15.5	29.1	116	00-Jan-00	00-Jan-00		3.32	3.5	168		00-Jan-00	157.2	166.1	158		7	00-Jan-00				00-Jan-00	14.88	15.73		00-Jan-00		M18W0059	W18059			Growth on left toes
	278171841	TRES	Wyoming	Owen_Creek	8	2018	Adult	F	Stressor	Predator	171	1	ASY	17.75	27.6	120	00-Jan-00	00-Jan-00		3.56	3.76	172		00-Jan-00	113.65	120.09	240		8	00-Jan-00				00-Jan-00	6.08	6.42		00-Jan-00		M18W0061	W18061			
	278171842	TRES	Wyoming	Owen_Creek	4	2018	Adult	F	Stressor	Control	171	1	ASY	18.5	27.9	117	00-Jan-00	00-Jan-00		9.3	9.83	174		00-Jan-00	56.73	59.95	254		8.5	00-Jan-00				00-Jan-00	13.01	13.75		00-Jan-00		M18W0066	W18066			
	278171843	TRES	Wyoming	Corral	1	2018	Adult	F	Stressor	Control	171	1	SY	16	27.1	109	00-Jan-00	00-Jan-00		5.63	5.95	190		00-Jan-00	72.28	76.38			7	00-Jan-00				00-Jan-00	4.03	4.25		00-Jan-00		M18W0067	W18067			RFID put on during 3rd capture
	278171864	TRES	Wyoming	Marcum_Creek	15W	2018	Adult	F	Stressor	Predator	171	1	ASY	19	27.6	115	00-Jan-00	00-Jan-00		1.68	1.77	203		00-Jan-00	29.18	30.84			8.5	00-Jan-00				00-Jan-00	23.83	25.18		00-Jan-00		M18W0068	W18068			
	278171762	TRES	Wyoming	Twin_Buttes	10	2018	Adult	F	Stressor	Control	171	1	SY	16.25	27.3	120	00-Jan-00	00-Jan-00		1.42	1.5	195		00-Jan-00	112.96	119.36			7	00-Jan-00				00-Jan-00	6.41	6.78		00-Jan-00		M18W0070	W18070			
	278171761	TRES	Wyoming	Arrowhead	2	2018	Adult	F	Stressor	Predator	171	1	SY	16.5	26.3	118	00-Jan-00	00-Jan-00		0.92	0.97	235		00-Jan-00	36.24	38.29			7.5	00-Jan-00				00-Jan-00	19.57	20.68		00-Jan-00		M18W0071	W18071			
	278171754	TRES	Wyoming	Lone_Snag	12	2018	Adult	F	Stressor	Predator	171	1	SY	16.75	27.4	119	00-Jan-00	00-Jan-00		15.25	16.11	212		00-Jan-00	117.16	123.8	329		7.5	00-Jan-00				00-Jan-00	21.54	22.76		00-Jan-00		M18W0072	W18072			
	278171758	TRES	Wyoming	Bull_Creek	4	2018	Adult	F	Stressor	Predator	171	1	ASY	18.75	27.8	119	00-Jan-00	00-Jan-00		4.5	4.75	226		00-Jan-00	18.95	20.02	310		8.5	00-Jan-00				00-Jan-00	12.35	13.05		00-Jan-00		M18W0073	W18073			
	278171755	TRES	Wyoming	Elk_Bugle	19	2018	Adult	F	Stressor	Predator	171	1	ASY	19	27.4	120	00-Jan-00	00-Jan-00		6.1	6.44	165		00-Jan-00	73.18	77.32	250		8.5	00-Jan-00				00-Jan-00	9.63	10.17		00-Jan-00		M18W0074	W18074			
	278171756	TRES	Wyoming	Elk_Bugle	9	2018	Adult	F	Stressor	Control	171	1	ASY	17.25	26.7	120	00-Jan-00	00-Jan-00		9.67	10.22	239		00-Jan-00	43.51	45.97	390		7.5	00-Jan-00				00-Jan-00	13.36	14.11		00-Jan-00		M18W0075	W18075			
	278171757	TRES	Wyoming	Bull_Creek	7W	2018	Adult	F	Stressor	Predator	171	1	ASY	17.25	26.2	117	00-Jan-00	00-Jan-00		0.8	0.84	169		00-Jan-00	79	83.47	338											00-Jan-00		M18W0076	W18076			Bird was stressed and released after stress bleed (was not dexed)
	278171759	TRES	Wyoming	River_Crossing	6	2018	Adult	F	Stressor	Control	171	1	SY	19.5	27.2	121.5	00-Jan-00	00-Jan-00		0.92	0.97	175		00-Jan-00	34.82	36.79	266		9	00-Jan-00				00-Jan-00	8.49	8.97		00-Jan-00		M18W0078	W18078			
	192161801	TRES	Wyoming	Elk_Bugle	11	2018	Adult	F	Stressor	Control	171	1	ASY	17.75	27.1	126	00-Jan-00	00-Jan-00		8.9	9.4	190		00-Jan-00	55.24	58.37			8	00-Jan-00				00-Jan-00	11.84	12.51		00-Jan-00		M18W0079	W18079			large growth below brood patch
	278171760	TRES	Wyoming	Elk_Bugle	12.5	2018	Adult	F	Stressor	Predator	171	1	SY	17.25	27	116	00-Jan-00	00-Jan-00		1.23	1.29	151		00-Jan-00	87.07	92.01			7.5	00-Jan-00				00-Jan-00	21.9	23.14		00-Jan-00		M18W0080	W18080			RFID not recorded
